frontal_theta,frontal_alpha,frontal_beta,frontal_delta,frontal_gamma,parietal_theta,parietal_alpha,parietal_beta,global_alpha,global_beta,global_theta,roi_ab_ratio,theta_beta_ratio,global_ab_ratio,roi_alpha_rel,roi_beta_rel,global_alpha_rel,global_beta_rel,subject,session,task,workload,epoch,filename,ica_components_removed,resting_type
2.7257757184831538e-12,2.1894417147755502e-12,2.721039907752729e-12,4.482528239430933e-12,9.15105063786821e-13,9.700872704830962e-12,2.675862961884587e-11,1.1303739433194055e-11,1.271909367366283e-11,6.399339704370439e-12,5.715102998346501e-12,9.833971763003458,1.001740441482292,1.9875634457999325,0.9076977472458564,0.09230225275414362,0.6652790750248834,0.3347209249751166,sub-01,ses-S2,Resting,Resting,0,RS_End_EO,7,post_EO
2.4919990825168735e-12,2.580415188788468e-12,2.264405184185237e-12,5.594128877962243e-12,5.761710738531696e-13,8.686268996172523e-12,3.5112605338562136e-11,1.12443071661756e-11,1.6522782395834327e-11,6.112934605038249e-12,5.146686188369294e-12,15.506326157434637,1.100509352266621,2.70292150389051,0.9394171670629695,0.060582832937030553,0.7299429655882955,0.2700570344117045,sub-01,ses-S2,Resting,Resting,1,RS_End_EO,7,post_EO
8.018623427982075e-12,5.731000405836575e-12,5.067872278729102e-12,9.548513433995407e-12,1.185116591954076e-12,2.17466064591394e-11,1.2960982223456848e-10,2.8587629296215064e-11,5.882192404672168e-11,1.514776814336594e-11,1.3902044727049499e-11,25.574800449997024,1.582246549826814,3.8832073141073993,0.9623703665477529,0.037629633452247124,0.7952165583650241,0.20478344163497592,sub-01,ses-S2,Resting,Resting,0,RS_End_Ec,1,post_EC
8.958266703347159e-12,7.936448491211922e-12,5.167677853352107e-12,2.994297462437183e-11,1.0873319775744168e-12,2.4760228390941823e-11,2.094161810948472e-10,2.3666182942264507e-11,9.42849053213413e-11,1.3095608605743135e-11,1.573053599803059e-11,40.52423294130179,1.7335187984940312,7.19973451863797,0.9759176767596505,0.024082323240349538,0.8780448320946241,0.12195516790537587,sub-01,ses-S2,Resting,Resting,1,RS_End_Ec,1,post_EC
1.2443254368851964e-11,1.9330667011779708e-11,6.833302639465691e-12,1.1142282844658815e-11,1.991183504416843e-12,3.6163768539946454e-11,2.2486459423898516e-10,2.915680307155226e-11,1.0741663582343919e-10,1.6400517110359934e-11,2.2609189013606747e-11,32.90716160298262,1.8209722333950258,6.549588351429839,0.970507705371834,0.029492294628165976,0.8675424468924048,0.1324575531075952,sub-01,ses-S3,Resting,Resting,0,RS_Beg_EC,1,pre_EC
6.008931291567625e-12,2.9324881550675526e-11,6.403435196908565e-12,1.6826089455899873e-11,2.018581946995064e-12,2.2921012228473595e-11,3.128508208231391e-10,2.4532130092484237e-11,1.5083599838173136e-10,1.4172875866440996e-11,1.3256965978813041e-11,48.85671693440053,0.9383918329443862,10.642582338485433,0.9799425220614554,0.020057477938544566,0.9141084021631158,0.08589159783688406,sub-01,ses-S3,Resting,Resting,1,RS_Beg_EC,1,pre_EC
5.861966721245789e-12,9.199527058642606e-12,5.624187416640923e-12,9.032172354335545e-12,1.7497001080236525e-12,1.6029963186555753e-11,7.987752248858951e-11,2.2419207339782686e-11,3.9490096528619847e-11,1.2822053097987394e-11,1.0219679492092916e-11,14.202500125128617,1.0422779838206175,3.0798575100908283,0.9342213457149017,0.06577865428509837,0.7548934006820897,0.24510659931791035,sub-01,ses-S3,Resting,Resting,0,RS_Beg_EO,4,pre_EO
7.653378658483932e-12,1.1190658374034663e-11,5.693415576707747e-12,1.4343139095483046e-11,1.7269692705936786e-12,1.8477485202196426e-11,5.0948229774653843e-11,1.6539150917536248e-11,2.8229617545728597e-11,1.0341587865634249e-11,1.2292281462932142e-11,8.94862303449048,1.3442508377211324,2.729717903334497,0.8994835771208598,0.10051642287914019,0.7318832078141981,0.26811679218580187,sub-01,ses-S3,Resting,Resting,0,RS_End_EO,4,post_EO
6.860539707931159e-12,1.5828399965102267e-11,6.99558490122555e-12,6.561400451663932e-12,1.7185186584238848e-12,1.7258392545234145e-11,5.85279871049019e-11,1.9810906204088347e-11,3.4128223025016395e-11,1.248786545959532e-11,1.1316762352489582e-11,8.366417952364275,0.9806956537300072,2.7329108513731817,0.8932355992348622,0.1067644007651377,0.732112541709336,0.2678874582906639,sub-01,ses-S3,Resting,Resting,1,RS_End_EO,4,post_EO
1.0335838899183857e-11,2.147381360139541e-11,7.722151226199128e-12,9.622821243381825e-12,1.5970145133278039e-12,3.458068982652999e-11,2.4547783836591675e-10,3.6798286019018663e-11,1.1747553850047598e-10,2.0183351851693216e-11,2.0726489296617915e-11,31.78878931211269,1.3384662636646132,5.820417706815172,0.9695017711547348,0.030498228845265245,0.8533814140150435,0.1466185859849565,sub-01,ses-S3,Resting,Resting,0,RS_End_Ec,1,post_EC
1.0704058249258782e-11,2.8841540552599227e-11,6.4242306290077086e-12,2.078732410642273e-11,1.6105229663519442e-12,3.36084014272895e-11,2.4204543772768017e-10,2.9336059426241115e-11,1.2021463934191962e-10,1.6243585827822025e-11,2.0520205325557664e-11,37.6769533513878,1.6662008055760196,7.400745168964842,0.9741448094188081,0.025855190581191886,0.8809629408002597,0.11903705919974028,sub-01,ses-S3,Resting,Resting,1,RS_End_Ec,1,post_EC
1.6381802642513477e-12,2.160486756506089e-12,2.4397913063138106e-12,4.278937427672131e-12,1.793109883898467e-12,6.169656668514122e-12,6.846437392568929e-11,1.0145030966715964e-11,3.0576438400441745e-11,5.74203687505759e-12,3.5802415803639656e-12,28.06156975332843,0.6714427828363783,5.32501602928753,0.9655902964468921,0.034409703553107955,0.8418976338764088,0.1581023661235912,sub-02,ses-S1,Resting,Resting,0,RS_Beg_EC,14,pre_EC
1.200228923165007e-12,2.3139846310212545e-12,1.9396525073783492e-12,3.1756794583483883e-12,1.2674773671856929e-12,6.24764147910077e-12,6.595689882780249e-11,9.31456707460404e-12,2.958951928678465e-11,5.100330179046502e-12,3.3634057328517632e-12,34.00449233917182,0.6187855394713183,5.801490932556911,0.9714322381735859,0.028567761826414174,0.852973412753773,0.14702658724622691,sub-02,ses-S1,Resting,Resting,1,RS_Beg_EC,14,pre_EC
6.776027621967055e-11,4.691786832879253e-12,6.359016155964612e-12,4.0692231947950236e-10,7.610103337576623e-12,1.3507329018371033e-10,1.3574227332375202e-11,1.801684553319117e-11,8.498547046948945e-12,1.1355228746204565e-11,9.66087107756876e-11,2.1346426867689092,10.655779849861359,0.7484258782360107,0.6809843736828683,0.31901562631713165,0.42805696687073663,0.5719430331292633,sub-02,ses-S1,Resting,Resting,0,RS_Beg_EO,15,pre_EO
2.5261942530110556e-11,4.098098402161042e-12,7.066818847052313e-12,2.681956631651473e-10,7.323751928926215e-12,5.0551465670552266e-11,1.2933758496919907e-11,2.076567570220052e-11,7.884809871343414e-12,1.2937757499258688e-11,3.610030959029986e-11,1.8302094304164584,3.574726206636488,0.609441773181728,0.6466692573161088,0.35333074268389125,0.3786665559058493,0.6213334440941507,sub-02,ses-S1,Resting,Resting,0,RS_End_EO,16,post_EO
9.133208899506082e-12,2.9844381186036978e-12,5.150345139958499e-12,2.43139229668759e-10,3.9202047299779815e-12,1.8185232878303785e-11,1.2633917403379064e-11,1.9955145159933246e-11,7.119929240650283e-12,1.1495259434233392e-11,1.301264774756224e-11,2.4530234498965764,1.7733197778624359,0.6193796043825525,0.7103987231740486,0.2896012768259513,0.3824795635972663,0.6175204364027336,sub-02,ses-S1,Resting,Resting,1,RS_End_EO,16,post_EO
1.6825468269752153e-12,1.2228393842953134e-12,2.71214726662119e-12,4.1279676931015424e-12,3.125168320276574e-12,7.212298192627494e-12,5.666581137554164e-11,1.3383656435691605e-11,2.4984113094829452e-11,7.285651196222796e-12,4.05244026939762e-12,20.89333867409651,0.6203744345606066,3.4292216882112503,0.9543240062703106,0.04567599372968947,0.7742266993179445,0.22577330068205548,sub-02,ses-S1,Resting,Resting,0,RS_End_Ec,15,post_EC
1.8284501368048193e-12,1.7743701774735842e-12,3.838755890569819e-12,7.288788905308498e-12,3.775554832818383e-12,9.190006548601352e-12,9.064067382879561e-11,2.190705901529544e-11,3.985992888518303e-11,1.1582314372595085e-11,4.983402884717619e-12,23.611992117409955,0.47631320899996243,3.4414476764242914,0.9593694002813927,0.04063059971860721,0.7748481862551002,0.2251518137448998,sub-02,ses-S1,Resting,Resting,1,RS_End_Ec,15,post_EC
1.4036759859678418e-12,1.870024221459634e-12,2.7834003294457604e-12,3.0449223931233924e-12,2.0114193955865637e-12,6.159224568400055e-12,6.223644677719282e-11,1.112730591322509e-11,2.7741348173916716e-11,6.359359865351187e-12,3.4417682355816478e-12,22.359861827560227,0.5043025867024117,4.362286261713975,0.9571915276133959,0.04280847238660413,0.8135123805045863,0.18648761949541368,sub-02,ses-S2,Resting,Resting,0,RS_Beg_EC,8,pre_EC
1.1625303516581602e-12,2.0356520673104298e-12,2.4774866966720273e-12,2.6720707573357357e-12,2.220406251241062e-12,6.2434746624632015e-12,6.242791312117842e-11,8.936891851230343e-12,2.7918049661825283e-11,5.245803191482734e-12,3.3400779134317495e-12,25.19808207448175,0.4692377776315694,5.321978092345131,0.961829266846444,0.03817073315355593,0.8418216600258652,0.15817833997413475,sub-02,ses-S2,Resting,Resting,1,RS_Beg_EC,8,pre_EC
1.7285233745263895e-12,9.3073048814651e-13,2.360509662463694e-12,4.896181751864159e-12,1.9472294147678575e-12,5.483621281946795e-12,8.373812598710286e-12,8.720719939375135e-12,4.1206228212452716e-12,5.0863140668543126e-12,3.3378510491351344e-12,3.547459572764651,0.7322670192852792,0.810139281036123,0.7800970005342907,0.21990299946570938,0.44755632316448024,0.5524436768355198,sub-02,ses-S2,Resting,Resting,0,RS_Beg_EO,10,pre_EO
4.1794717320103215e-13,4.108291970018716e-13,7.921191037022461e-13,1.0946221978029563e-12,7.255008831447002e-13,5.684062788285816e-12,1.2086446959979598e-11,9.530981561066868e-12,5.414665381135183e-12,4.537345871144227e-12,2.674853865380225e-12,15.258370746885605,0.5276317301875559,1.193355220189488,0.93849322201048,0.06150677798952004,0.5440774978921982,0.4559225021078018,sub-02,ses-S2,Resting,Resting,0,RS_End_EO,15,post_EO
3.9832791177618933e-13,4.600344012115877e-13,4.997926381192981e-13,9.27265331622332e-13,2.3565788394729145e-13,5.488380493746768e-12,1.5984429173188085e-11,7.935227992053488e-12,7.113346446344372e-12,3.686407789805379e-12,2.5797790183350088e-12,31.982122092347982,0.7969863527303704,1.929614641661745,0.9696805439868283,0.0303194560131716,0.6586581778439033,0.3413418221560966,sub-02,ses-S2,Resting,Resting,1,RS_End_EO,15,post_EO
1.7036097698483152e-12,2.552425551077921e-12,1.5646141544606283e-12,3.7054227683552914e-12,6.003939460066429e-13,6.888871875986167e-12,6.987971553658367e-11,9.215007682666025e-12,3.1406978402008955e-11,4.8433542379772275e-12,3.925864958193108e-12,44.66258683481833,1.0888369921692311,6.484551172355654,0.9781002332693625,0.021899766730637493,0.8663914539466947,0.13360854605330522,sub-02,ses-S2,Resting,Resting,0,RS_End_Ec,9,post_EC
1.666482635469723e-12,2.13450367665198e-12,1.9054136794141013e-12,2.8782578026530984e-12,4.647455789226706e-13,7.508178169150227e-12,5.288209556974347e-11,9.797889597352714e-12,2.3883471630834046e-11,5.287903358530649e-12,4.17006643561851e-12,27.75360339913392,0.8746041101070254,4.516624077916309,0.965221750257913,0.034778249742086965,0.8187297184154496,0.1812702815845504,sub-02,ses-S2,Resting,Resting,1,RS_End_Ec,9,post_EC
1.482422918493943e-12,2.6952403725962462e-12,2.2472644353902597e-12,3.668790585925698e-12,2.132207516951966e-12,8.571762232541649e-12,1.1765561642567646e-10,1.4203519678052137e-11,5.196397296677347e-11,7.371373825102493e-12,4.52071119594296e-12,52.355038674051016,0.6596566452743714,7.049428532550506,0.9812576276795701,0.01874237232042989,0.8757675782875552,0.1242324217124448,sub-02,ses-S3,Resting,Resting,0,RS_Beg_EC,11,pre_EC
1.283915669607362e-12,2.557870253658076e-12,1.4824621106758435e-12,2.2032050461813666e-12,7.545854211804712e-13,5.6157605020844024e-12,6.241756496294335e-11,1.094813010773473e-11,2.8212025129066052e-11,5.539176966558224e-12,3.1404205978118076e-12,42.10398668097335,0.8660698039844231,5.0931799614619715,0.9768002897875474,0.02319971021245264,0.8358820835221048,0.16411791647789511,sub-02,ses-S3,Resting,Resting,1,RS_Beg_EC,11,pre_EC
4.722169391818113e-11,2.8433989685604102e-12,4.631695465000766e-12,4.165318597841472e-10,4.595794691996326e-12,9.019882098730602e-11,8.500863098774526e-12,1.1637742874105632e-11,5.268026452937888e-12,7.634287211759995e-12,6.564046266209179e-11,1.8353674508635078,10.19533651877808,0.6900482398439143,0.6473120266315213,0.3526879733684786,0.4083009132967969,0.591699086703203,sub-02,ses-S3,Resting,Resting,0,RS_Beg_EO,12,pre_EO
1.1939257216981423e-12,6.072862451385643e-13,3.767113684432888e-12,7.361162862800714e-12,7.414821872772953e-12,6.015891183502036e-12,4.53532563512408e-12,1.3491712493252597e-11,2.2907316979894996e-12,7.934798888212763e-12,3.260482348185525e-12,1.2039258740360634,0.3169338176949335,0.28869436141505844,0.5462642315783998,0.4537357684216001,0.2240208152211172,0.7759791847788827,sub-02,ses-S3,Resting,Resting,0,RS_End_EO,13,post_EO
3.5305194248826856e-13,2.876074791571529e-13,1.0773404191411344e-12,1.1462779223114126e-12,9.586163475860631e-13,4.945214993674709e-12,3.977629487978668e-12,7.111627394788808e-12,1.869045482937802e-12,3.663463408704423e-12,2.3211218215681718e-12,3.6920822957238255,0.3277069496470993,0.5101853831805532,0.7868750083707271,0.21312499162927293,0.33782963923678566,0.6621703607632143,sub-02,ses-S3,Resting,Resting,1,RS_End_EO,13,post_EO
3.257868616175567e-13,8.086121479046327e-13,4.119112900786887e-13,6.919237942022613e-13,2.6373200729657025e-13,5.6799456468520884e-12,5.7257808864793264e-11,7.432195176193787e-12,2.500112502657119e-11,3.4206043841280163e-12,2.620426341003784e-12,139.00519418599845,0.7909151059086548,7.3089788291739275,0.9928574078568008,0.007142592143199265,0.8796482671867129,0.12035173281328715,sub-02,ses-S3,Resting,Resting,0,RS_End_Ec,16,post_EC
3.464908594767136e-13,7.128433145305066e-13,7.156470018844021e-13,8.272646539690908e-13,5.485865485866878e-13,5.861599752309932e-12,3.502663566464568e-11,9.98276424821111e-12,1.5418754321722724e-11,4.687268678881563e-12,2.710108956405236e-12,48.94401230273512,0.4841644813215915,3.2894965870404973,0.9799775798160046,0.020022420183995436,0.766872410384655,0.23312758961534497,sub-02,ses-S3,Resting,Resting,1,RS_End_Ec,16,post_EC
3.77341925283799e-12,1.527880682018819e-12,3.0939900692794324e-12,1.9360672915672038e-11,9.335856327333654e-13,6.266112515852754e-12,1.192790906010819e-11,9.069020976787791e-12,5.985035701199978e-12,5.654717601068729e-12,4.841716365558603e-12,3.8551866014508938,1.219596433196307,1.0584146058980592,0.7940346927755225,0.20596530722447748,0.5141892225528039,0.48581077744719614,sub-03,ses-S1,Resting,Resting,0,RS_Beg_EC,6,pre_EC
3.4698076248621007e-12,1.642779639236232e-12,2.4578230426469188e-12,1.2153878371010476e-11,8.231962000871831e-13,6.972800008781265e-12,3.2606167223294927e-11,9.687686261553945e-12,1.49128028895471e-11,5.556335850749931e-12,4.97109007511317e-12,13.266279409676363,1.4117402126417282,2.683927554079428,0.9299046393748792,0.0700953606251208,0.7285505794236802,0.2714494205763199,sub-03,ses-S1,Resting,Resting,1,RS_Beg_EC,6,pre_EC
7.733376818505864e-12,2.979970163803433e-12,6.939934530425365e-12,2.5025702397406237e-11,2.760621642343028e-12,1.4120145589677953e-11,5.987385701058399e-12,1.1608909361303012e-11,4.268862536912704e-12,8.940923743658643e-12,1.0470563434722473e-11,0.8627438306239207,1.1143299385033056,0.47745206863445155,0.4631575294682077,0.5368424705317922,0.3231590917705648,0.6768409082294351,sub-03,ses-S1,Resting,Resting,0,RS_Beg_EO,7,pre_EO
8.434570980818395e-12,2.9792722659992658e-12,6.817298975940087e-12,4.032137633085586e-11,2.4084260476932802e-12,1.1728222426582065e-11,6.4421539379209394e-12,1.1972014555379551e-11,4.463364411108555e-12,9.026462795699858e-12,9.846135886145684e-12,0.9449716024860981,1.2372306115055325,0.4944754675369481,0.48585367584710143,0.5141463241528986,0.3308689090439841,0.6691310909560159,sub-03,ses-S1,Resting,Resting,1,RS_Beg_EO,7,pre_EO
3.275892348910873e-12,1.995969574894217e-12,5.39294079111128e-12,7.169365165391968e-12,3.8047815695506084e-12,3.331754607838387e-12,2.3604855353760195e-12,5.877344629430788e-12,2.1521907008149897e-12,5.600542436105355e-12,3.299833317022665e-12,0.4376991379669149,0.6074408149094173,0.3842825450156992,0.3044441819627685,0.6955558180372314,0.2776041252556146,0.7223958747443853,sub-03,ses-S1,Resting,Resting,0,RS_End_EO,8,post_EO
3.019639236499867e-12,2.2201567824396696e-12,5.053906425218187e-12,4.8418359600874825e-12,3.144237967949658e-12,3.884581910286756e-12,2.32090659870628e-12,5.588080068110818e-12,2.26333527512536e-12,5.282837986457886e-12,3.390328953837105e-12,0.45923022775517297,0.597486178499932,0.42843170298374295,0.3147071784975536,0.6852928215024465,0.2999315277649078,0.7000684722350923,sub-03,ses-S1,Resting,Resting,1,RS_End_EO,8,post_EO
2.5521338503208994e-12,3.4778001915158117e-12,3.156761847659538e-12,5.89401893149368e-12,1.2221513269159692e-12,9.124082083703087e-12,4.08673954134488e-11,1.7172648285920844e-11,1.9501912429487095e-11,9.1635703212001e-12,5.36868309319898e-12,12.945986230715627,0.8084657549358951,2.128200226102815,0.9282947807737305,0.0717052192262695,0.680327367904508,0.319672632095492,sub-03,ses-S1,Resting,Resting,0,RS_End_Ec,3,post_EC
2.839745755285483e-12,4.9104418258805795e-12,2.6361188703382436e-12,9.54565265830746e-12,8.30735285391694e-13,9.353924506648077e-12,8.14526477181464e-11,1.739349338880526e-11,3.7714244351137355e-11,8.960707949681252e-12,5.631536648726594e-12,30.898700599072424,1.07724495554372,4.2088465066511755,0.9686507606510756,0.03134923934892442,0.808018915757433,0.19198108424256696,sub-03,ses-S1,Resting,Resting,1,RS_End_Ec,3,post_EC
8.342071634211658e-12,4.000946574807132e-12,4.292122196585538e-12,3.58105617174183e-11,1.303236358186061e-12,1.482347783912779e-11,2.5807660597922345e-11,1.2849208418923281e-11,1.3346681156142223e-11,7.959444863301714e-12,1.1119817150604287e-11,6.012797263426659,1.943577384830266,1.6768356820560713,0.8574035491920993,0.14259645080790068,0.6264245853029342,0.3735754146970659,sub-03,ses-S2,Resting,Resting,0,RS_Beg_EC,2,pre_EC
6.594947606757182e-12,4.130568387429785e-12,2.829531540501538e-12,2.7803228121296472e-11,1.1848079039263574e-12,1.1366955919896123e-11,3.090644598914487e-11,9.425524506721427e-12,1.5605944502450535e-11,5.65638566888149e-12,8.640094026673872e-12,10.922813740279658,2.3307559970115124,2.7589958351507704,0.9161271809001234,0.08387281909987669,0.7339715062600246,0.2660284937399753,sub-03,ses-S2,Resting,Resting,1,RS_Beg_EC,2,pre_EC
4.634293428689165e-12,1.8871040244025965e-12,2.9016013725901935e-12,1.509936329169553e-11,1.4335000062782188e-12,1.003970279089235e-11,6.787991638913469e-12,8.742877934564334e-12,3.987484430621542e-12,5.405005613436253e-12,6.950897441061959e-12,2.3393949641173433,1.5971502744886825,0.7377391839721853,0.7005445565004269,0.2994554434995731,0.4245396494345228,0.5754603505654772,sub-03,ses-S2,Resting,Resting,0,RS_Beg_EO,7,pre_EO
3.0420701190467087e-12,1.2305443745402633e-12,2.8963895969541713e-12,6.1367194766967524e-12,1.380971794116871e-12,6.198661318831719e-12,5.639817633023332e-12,8.452396966283798e-12,3.1202329138901497e-12,5.277535612381155e-12,4.39489491895457e-12,1.947188886106391,1.0502972812240916,0.5912291537303983,0.6606936173266023,0.33930638267339774,0.3715550034665656,0.6284449965334344,sub-03,ses-S2,Resting,Resting,1,RS_Beg_EO,7,pre_EO
2.124909795355291e-12,8.860670322522347e-13,1.7312622136471409e-12,4.2192312737688805e-12,7.714231196746961e-13,6.10531441038626e-12,3.0551090613705953e-12,5.719766860196255e-12,1.8156564733029608e-12,3.4406213478824753e-12,3.830797487511421e-12,1.7646714849361784,1.227376060428696,0.5277117967138126,0.6382933721244335,0.36170662787556646,0.345426275982779,0.6545737240172209,sub-03,ses-S2,Resting,Resting,0,RS_End_EO,10,post_EO
3.0668023128961823e-12,1.310810056321045e-12,1.682273952409506e-12,1.0720456496621663e-11,8.730892120020765e-13,8.350148506439539e-12,4.879020067128911e-12,5.649559227672209e-12,2.8400429180958443e-12,3.382539070379236e-12,5.3310935387004774e-12,2.900252993955434,1.823010044531468,0.839618658943511,0.7436063759069506,0.2563936240930494,0.45640907960006355,0.5435909203999365,sub-03,ses-S2,Resting,Resting,1,RS_End_EO,10,post_EO
3.666975094468224e-12,4.901111256923171e-12,3.723665632618844e-12,2.2304746674854504e-11,1.4850338491503352e-12,9.027041906704293e-12,3.59712006265658e-11,1.3871240388544466e-11,1.821686384391287e-11,8.072626242301254e-12,5.964146585426539e-12,9.660158611305643,0.9847756099113685,2.256621735867683,0.9061927653741053,0.09380723462589467,0.692933327507389,0.30706667249261094,sub-03,ses-S2,Resting,Resting,0,RS_End_Ec,4,post_EC
3.5875972781925765e-12,5.899727353474126e-12,3.668973661943919e-12,2.43540929228039e-11,1.5232915078500924e-12,9.292213543146162e-12,5.863684634345575e-11,1.3939435842853019e-11,2.8501349777751965e-11,8.070600310904963e-12,6.032432820315542e-12,15.981811739795482,0.9778203957702364,3.5315030703776835,0.9411134680255239,0.05888653197447608,0.7793226696596601,0.22067733034033973,sub-03,ses-S2,Resting,Resting,1,RS_End_Ec,4,post_EC
5.451095749978374e-12,1.876653058172976e-12,2.459355012528971e-12,7.291208172915892e-11,1.0861598460048511e-12,9.52015062131267e-12,1.5478461396344445e-11,7.789581416300123e-12,7.705999488817892e-12,4.743737757002323e-12,7.194976409121644e-12,6.293707625572869,2.2164737186002994,1.6244573126840576,0.8628955188039283,0.13710448119607166,0.6189688454192115,0.3810311545807885,sub-03,ses-S3,Resting,Resting,0,RS_Beg_EC,3,pre_EC
3.928436438967233e-12,2.3575823803363965e-12,2.551498605741326e-12,4.692983637512714e-11,1.1639621995398897e-12,7.690300427849606e-12,3.4659984779982834e-11,9.818817559405724e-12,1.620146912304201e-11,5.666063871597496e-12,5.540663862773964e-12,13.584167634656628,1.5396584697822495,2.859386955423457,0.9314324941230324,0.06856750587696767,0.7408914909154845,0.25910850908451566,sub-03,ses-S3,Resting,Resting,1,RS_Beg_EC,3,pre_EC
